,price,discount,review_count,quantity_sold
0,"[<selenium.webdriver.remote.webelement.WebElement (session=""7026766e0dd1138a5b527f3793b767d2"", element=""345864b5-26de-4431-90de-7a66f9cd8478"")>]",-4%,8,110
